2017-12-15 23:39:01,654, DEBUG, Start reading formatted input
2017-12-15 23:39:02,777, DEBUG, End reading formatted input
------------------------------------------------------------------------
2017-12-15 23:39:02,777, DEBUG, Start RNN training master
2017-12-15 23:39:04,286, DEBUG, exp id, 0, Start RNN worker
2017-12-15 23:39:04,319, DEBUG, exp id, 1, Start RNN worker
2017-12-15 23:39:04,352, DEBUG, exp id, 2, Start RNN worker
2017-12-15 23:39:04,427, DEBUG, exp id, 3, Start RNN worker
2017-12-15 23:39:04,462, DEBUG, exp id, 4, Start RNN worker
2017-12-15 23:39:04,632, DEBUG, exp id, 5, Start RNN worker
2017-12-15 23:39:04,825, DEBUG, exp id, 6, Start RNN worker
2017-12-15 23:39:04,938, DEBUG, exp id, 7, Start RNN worker
2017-12-15 23:39:05,145, DEBUG, exp id, 8, Start RNN worker
2017-12-15 23:39:05,425, DEBUG, exp id, 9, Start RNN worker
2017-12-15 23:40:33,925, DEBUG, exp id, 6, Step, 1, Minibatch Loss, 3.13753, Training Accuracy, 0.32812
2017-12-15 23:40:35,733, DEBUG, exp id, 9, Step, 1, Minibatch Loss, 4.60131, Training Accuracy, 0.28125
2017-12-15 23:40:44,633, DEBUG, exp id, 8, Step, 1, Minibatch Loss, 2.79117, Training Accuracy, 0.23828
2017-12-15 23:40:45,928, DEBUG, exp id, 2, Step, 1, Minibatch Loss, 4.12213, Training Accuracy, 0.19336
2017-12-15 23:40:47,042, DEBUG, exp id, 7, Step, 1, Minibatch Loss, 2.64044, Training Accuracy, 0.23438
2017-12-15 23:40:47,335, DEBUG, exp id, 6, Step, 50, Minibatch Loss, 0.90893, Training Accuracy, 0.66406
2017-12-15 23:40:47,531, DEBUG, exp id, 1, Step, 1, Minibatch Loss, 4.87870, Training Accuracy, 0.21484
2017-12-15 23:40:47,741, DEBUG, exp id, 0, Step, 1, Minibatch Loss, 3.12418, Training Accuracy, 0.35156
2017-12-15 23:40:47,830, DEBUG, exp id, 9, Step, 50, Minibatch Loss, 0.91005, Training Accuracy, 0.57031
2017-12-15 23:40:47,830, DEBUG, exp id, 5, Step, 1, Minibatch Loss, 3.26775, Training Accuracy, 0.25781
2017-12-15 23:40:47,832, DEBUG, exp id, 4, Step, 1, Minibatch Loss, 2.71608, Training Accuracy, 0.26172
2017-12-15 23:40:48,026, DEBUG, exp id, 3, Step, 1, Minibatch Loss, 2.87655, Training Accuracy, 0.25781
2017-12-15 23:41:06,931, DEBUG, exp id, 8, Step, 50, Minibatch Loss, 0.83372, Training Accuracy, 0.70508
2017-12-15 23:41:09,934, DEBUG, exp id, 2, Step, 50, Minibatch Loss, 1.37291, Training Accuracy, 0.52148
2017-12-15 23:41:10,534, DEBUG, exp id, 1, Step, 50, Minibatch Loss, 1.49091, Training Accuracy, 0.53125
2017-12-15 23:41:10,630, DEBUG, exp id, 0, Step, 50, Minibatch Loss, 1.22907, Training Accuracy, 0.52344
2017-12-15 23:41:10,741, DEBUG, exp id, 7, Step, 50, Minibatch Loss, 0.80149, Training Accuracy, 0.73047
2017-12-15 23:41:11,030, DEBUG, exp id, 3, Step, 50, Minibatch Loss, 0.85863, Training Accuracy, 0.67188
2017-12-15 23:41:11,226, DEBUG, exp id, 4, Step, 50, Minibatch Loss, 0.87562, Training Accuracy, 0.67969
2017-12-15 23:41:11,425, DEBUG, exp id, 5, Step, 50, Minibatch Loss, 1.08989, Training Accuracy, 0.64062
2017-12-15 23:41:11,734, DEBUG, exp id, 9, Step, 100, Minibatch Loss, 0.83177, Training Accuracy, 0.67969
2017-12-15 23:41:11,832, DEBUG, exp id, 6, Step, 100, Minibatch Loss, 0.79060, Training Accuracy, 0.71094
2017-12-15 23:41:29,037, DEBUG, exp id, 8, Step, 100, Minibatch Loss, 0.76062, Training Accuracy, 0.72461
2017-12-15 23:41:33,934, DEBUG, exp id, 0, Step, 100, Minibatch Loss, 0.98823, Training Accuracy, 0.64844
2017-12-15 23:41:34,733, DEBUG, exp id, 3, Step, 100, Minibatch Loss, 0.75557, Training Accuracy, 0.71875
2017-12-15 23:41:34,734, DEBUG, exp id, 9, Step, 150, Minibatch Loss, 0.74539, Training Accuracy, 0.71094
2017-12-15 23:41:34,925, DEBUG, exp id, 2, Step, 100, Minibatch Loss, 1.15461, Training Accuracy, 0.56055
2017-12-15 23:41:34,928, DEBUG, exp id, 7, Step, 100, Minibatch Loss, 0.75544, Training Accuracy, 0.72656
2017-12-15 23:41:34,932, DEBUG, exp id, 1, Step, 100, Minibatch Loss, 1.23051, Training Accuracy, 0.58594
2017-12-15 23:41:35,830, DEBUG, exp id, 4, Step, 100, Minibatch Loss, 0.80235, Training Accuracy, 0.70703
2017-12-15 23:41:36,038, DEBUG, exp id, 6, Step, 150, Minibatch Loss, 0.74280, Training Accuracy, 0.70312
2017-12-15 23:41:36,525, DEBUG, exp id, 5, Step, 100, Minibatch Loss, 0.92237, Training Accuracy, 0.67188
2017-12-15 23:41:50,932, DEBUG, exp id, 8, Step, 150, Minibatch Loss, 0.69986, Training Accuracy, 0.75195
2017-12-15 23:41:57,740, DEBUG, exp id, 3, Step, 150, Minibatch Loss, 0.62023, Training Accuracy, 0.78125
2017-12-15 23:41:58,133, DEBUG, exp id, 0, Step, 150, Minibatch Loss, 1.10067, Training Accuracy, 0.60156
